"N°";"fokontany";"Kaomina";"Distrika";"Region";"Province"
"13279";"Ankazomena";"Ambodisakoana";"Boriziny";"Sofia";"Mahajanga"
"13280";"Antanambao";"Ambodisakoana";"Boriziny";"Sofia";"Mahajanga"
"13281";"Bevahivahy";"Ambodisakoana";"Boriziny";"Sofia";"Mahajanga"
"13282";"Ambodihazambo";"Ambodisakoana";"Boriziny";"Sofia";"Mahajanga"
"13283";"Ambodisakoana";"Ambodisakoana";"Boriziny";"Sofia";"Mahajanga"
"13284";"Antananivo";"Ambodisakoana";"Boriziny";"Sofia";"Mahajanga"
"13285";"Bemikonga";"Ambodisakoana";"Boriziny";"Sofia";"Mahajanga"
"13286";"Ambodivohitra";"Ambodisambalahy";\N;\N;\N
"13287";"Anketrakabe";"Ambodisambalahy";\N;\N;\N
"13288";"Vondronina";"Ambodisambalahy";\N;\N;\N
"13289";"Antsambalahy";"Ambodisambalahy";\N;\N;\N
"13290";"Antsahavaribe";"Ambodisambalahy";\N;\N;\N
"13291";"Ambodihasina";"Ambodisambalahy";\N;\N;\N
"13292";"Antsahorana";"Ambodisambalahy";\N;\N;\N
"13293";"Ankitsika";"Ambodisambalahy";\N;\N;\N
"13294";"Tsaratanana";"Ambodisambalahy";\N;\N;\N
"13295";"Ampomborejy";"Ambodisikidy";"Bealanana";"Sofia";"Mahajanga"
"13296";"Andranomadio";"Ambodisikidy";"Bealanana";"Sofia";"Mahajanga"
"13297";"Ambohimisondrotra";"Ambodisikidy";"Bealanana";"Sofia";"Mahajanga"
"13298";"Ambodihalampona";"Ambodisikidy";"Bealanana";"Sofia";"Mahajanga"
"13299";"Ambararatabe Sud";"Ambodisikidy";"Bealanana";"Sofia";"Mahajanga"
"13300";"Ankijaninomby";"Ambodisikidy";"Bealanana";"Sofia";"Mahajanga"
"13301";"Ambodimanga";"Ambodisikidy";"Bealanana";"Sofia";"Mahajanga"
"13302";"Ambodiara";"Ambodisikidy";"Bealanana";"Sofia";"Mahajanga"
"13303";"Ambinaniankofa";"Ambodisikidy";"Bealanana";"Sofia";"Mahajanga"
"13304";"Antsiradrano";"Ambodisikidy";"Bealanana";"Sofia";"Mahajanga"
"13305";"Ankiabe";"Ambodisikidy";"Bealanana";"Sofia";"Mahajanga"
"13306";"Ambalarano";"Ambodisikidy";"Bealanana";"Sofia";"Mahajanga"
"13307";"Ambodisikidy";"Ambodisikidy";"Bealanana";"Sofia";"Mahajanga"
"13308";"Maroamalona";"Ambodisikidy";"Bealanana";"Sofia";"Mahajanga"
"13309";"Anaboriana";"Ambodisikidy";"Bealanana";"Sofia";"Mahajanga"
"13310";"Ankarefo";"Amboditandroroho";\N;\N;\N
"13311";"Ambokarivo";"Amboditandroroho";\N;\N;\N
"13312";"Ambodisaina Ivondro";"Amboditandroroho";\N;\N;\N
"13313";"Mahatsara";"Amboditandroroho";\N;\N;\N
"13314";"Antsirakimetatra";"Amboditandroroho";\N;\N;\N
"13315";"Amboditandroroho";"Amboditandroroho";\N;\N;\N
"13316";"Ambodisiny";"Amboditandroroho";\N;\N;\N
"13317";"Ambinany Manambolo";"Amboditandroroho";\N;\N;\N
"13318";"Ampasimazava";"Amboditandroroho";\N;\N;\N
"13319";"Ambavarano";"Amboditandroroho";\N;\N;\N
"13320";"Ambalasaona";"Amboditandroroho";\N;\N;\N
"13321";"Ambalarongana";"Amboditavolo";"Vatomandry";"Atsinanana";"Toamasina"
"13322";"Ambodivontaka";"Amboditavolo";"Vatomandry";"Atsinanana";"Toamasina"
"13323";"Iasina";"Amboditavolo";"Vatomandry";"Atsinanana";"Toamasina"
"13324";"Ambalatenina";"Amboditavolo";"Vatomandry";"Atsinanana";"Toamasina"
"13325";"Nosimpary";"Amboditavolo";"Vatomandry";"Atsinanana";"Toamasina"
"13326";"Lavakorana";"Amboditavolo";"Vatomandry";"Atsinanana";"Toamasina"
"13327";"Ambodifotatra";"Amboditavolo";"Vatomandry";"Atsinanana";"Toamasina"
"13328";"Afaho";"Amboditavolo";"Vatomandry";"Atsinanana";"Toamasina"
"13329";"Marovatana";"Amboditavolo";"Vatomandry";"Atsinanana";"Toamasina"
"13330";"Amboditavolo";"Amboditavolo";"Vatomandry";"Atsinanana";"Toamasina"
"13331";"Antsahalalina";"Ambodivoananto";"Vatomandry";"Atsinanana";"Toamasina"
"13332";"Ambodivoangy";"Ambodivoangy";\N;\N;\N
"13333";"Ambinanindrano";"Ambodivoangy";\N;\N;\N
"13334";"Ambodinonoka";"Ambodivoangy";\N;\N;\N
"13335";"Ampasimadinika";"Ambodivoangy";\N;\N;\N
"13336";"Lohatranambo";"Ambohigogo";"Farafangana";"Atsimo-Atsinanana";"Fianarantsoa"
"13337";"Amboroboaka";"Ambohigogo";"Farafangana";"Atsimo-Atsinanana";"Fianarantsoa"
"13338";"Anivorano";"Ambohigogo";"Farafangana";"Atsimo-Atsinanana";"Fianarantsoa"
"13339";"Ambohigogo";"Ambohigogo";"Farafangana";"Atsimo-Atsinanana";"Fianarantsoa"
"13340";"Ambohijanahary";"Ambohijanahary";"Amparafaravola";"Alaotra-Mangoro";"Toamasina"
"13341";"Antovontany";"Ambohijanaka";"Antananarivo-Atsimondrano";"Analamanga";"Antananarivo"
"13342";"Itaolana";"Ambohimahamasina";"Ambalavao";"Haute Matsiatra";"Fianarantsoa"
"13343";"Soatsihanino";"Ambohimahamasina";"Ambalavao";"Haute Matsiatra";"Fianarantsoa"
"13344";"Andohanimananatanana";"Ambohimahamasina";"Ambalavao";"Haute Matsiatra";"Fianarantsoa"
"13345";"Ambohimahamasina";"Ambohimahamasina";"Ambalavao";"Haute Matsiatra";"Fianarantsoa"
"13346";"Ambarimafaitra";"Ambohimana";"Vondrozo";"Atsimo-Atsinanana";"Fianarantsoa"
"13347";"Anivorano II";"Ambohimana";"Vondrozo";"Atsimo-Atsinanana";"Fianarantsoa"
"13348";"Ambohimana";"Ambohimana";"Vondrozo";"Atsimo-Atsinanana";"Fianarantsoa"
"13349";"Ambohimanambola Firaisana";"Ambohimanambola";"Antananarivo-Avaradrano";"Analamanga";"Antananarivo"
"13349";"Ambohimanambola Firaisana";"Ambohimanambola";"Betafo";"Vakinankaratra";"Antananarivo"
"13350";"Ambohipeno";"Ambohimanambola";"Antananarivo-Avaradrano";"Analamanga";"Antananarivo"
"13350";"Ambohipeno";"Ambohimanambola";"Betafo";"Vakinankaratra";"Antananarivo"
"13351";"Marolananana";"Ambohimanga Du Sud";\N;\N;\N
"13352";"Ambodimanga Nord";"Ambohimanga Du Sud";\N;\N;\N
"13353";"Vohitrarivo";"Ambohimanga Du Sud";\N;\N;\N
"13354";"Soaniherenana Nord";"Ambohimanga Du Sud";\N;\N;\N
"13355";"Ambalavary";"Ambohimanga Du Sud";\N;\N;\N
"13356";"Antanetimboahangy";"Ambohipandrano";"Arivonimamo";"Itasy";"Antananarivo"
"13357";"Ambohimanarivo";"Ambohipandrano";"Arivonimamo";"Itasy";"Antananarivo"
"13358";"Andrianony";"Ambohipandrano";"Arivonimamo";"Itasy";"Antananarivo"
"13359";"Ambohimiandra";"Ambohipandrano";"Arivonimamo";"Itasy";"Antananarivo"
"13360";"Mahazo";"Ambohipandrano";"Arivonimamo";"Itasy";"Antananarivo"
"13361";"Mahitsy Avaratra";"Ambohitrimanjaka";"Ambohidratrimo";"Analamanga";"Antananarivo"
"13362";"Anosimanjaka";"Ambohitrimanjaka";"Ambohidratrimo";"Analamanga";"Antananarivo"
"13363";"Ampiriaka";"Ambohitrimanjaka";"Ambohidratrimo";"Analamanga";"Antananarivo"
"13364";"Ambatomainty";"Ambohitrimanjaka";"Ambohidratrimo";"Analamanga";"Antananarivo"
"13365";"Ampanomahitsy";"Ambohitrimanjaka";"Ambohidratrimo";"Analamanga";"Antananarivo"
"13366";"Mitia Est";"Amboronabo";"Sakaraha";"Atsimo-Andrefana";"Toliara"
"13367";"Sarodrano";"Amboronabo";"Sakaraha";"Atsimo-Andrefana";"Toliara"
"13368";"Besavoa";"Amboronabo";"Sakaraha";"Atsimo-Andrefana";"Toliara"
"13369";"Ambararata Besavoa";"Amboronabo";"Sakaraha";"Atsimo-Andrefana";"Toliara"
"13370";"Ampihamy Nord";"Amboronabo";"Sakaraha";"Atsimo-Andrefana";"Toliara"
"13371";"Toakasina";"Ambodivoangy";\N;\N;\N
"13372";"Marosanjo";"Ambodivoangy";\N;\N;\N
"13373";"Ambodimanga";"Ambodivoangy";\N;\N;\N
"13374";"Ambodivoanio";"Ambodivoanio";"Manarana-Nord";"Analanjirofo";"Toamasina"
"13375";"Ambatelo";"Ambodivoanio";"Manarana-Nord";"Analanjirofo";"Toamasina"
"13376";"Analanana";"Ambodivoanio";"Manarana-Nord";"Analanjirofo";"Toamasina"
"13377";"Befoza";"Ambodivoanio";"Manarana-Nord";"Analanjirofo";"Toamasina"
"13378";"Sanikoa";"Ambodivoanio";"Manarana-Nord";"Analanjirofo";"Toamasina"
"13379";"Ambodisatrana II";"Ambodivoanio";"Manarana-Nord";"Analanjirofo";"Toamasina"
"13380";"Manombo";"Ambodivoanio";"Manarana-Nord";"Analanjirofo";"Toamasina"
"13381";"Antsirandrano";"Ambodivoanio";"Manarana-Nord";"Analanjirofo";"Toamasina"
"13382";"Lahony";"Ambodivoanio";"Manarana-Nord";"Analanjirofo";"Toamasina"
"13383";"Ambavala";"Ambodivoanio";"Manarana-Nord";"Analanjirofo";"Toamasina"
"13384";"Tsaravato";"Ambodivoanio";"Manarana-Nord";"Analanjirofo";"Toamasina"
"13385";"Ambodimanga Sahantsihanaka";"Ambodivoanio";"Manarana-Nord";"Analanjirofo";"Toamasina"
"13386";"Ambodiadabo";"Ambodivoanio";"Manarana-Nord";"Analanjirofo";"Toamasina"
"13387";"Analalava";"Ambodivoanio";"Manarana-Nord";"Analanjirofo";"Toamasina"
"13388";"Ambodibaro";"Ambodivoanio";"Manarana-Nord";"Analanjirofo";"Toamasina"
"13389";"Antsirabolo";"Ambodivoara";"Sambava";"SAVA";"Antsiranana"
"13390";"Ambodivoara";"Ambodivoara";"Sambava";"SAVA";"Antsiranana"
"13391";"Ampampamena II";"Ambodivoara";"Sambava";"SAVA";"Antsiranana"
"13392";"Ambodivoangy";"Ambodivoara";"Sambava";"SAVA";"Antsiranana"
"13393";"Ambodivoafaho";"Ambodivoara";"Sambava";"SAVA";"Antsiranana"
"13394";"Ambodihazovola";"Ambodivoara";"Sambava";"SAVA";"Antsiranana"
"13395";"Antanambao";"Ambodivoara";"Sambava";"SAVA";"Antsiranana"
"13396";"Ambalafary";"Ambodivoara";"Sambava";"SAVA";"Antsiranana"
"13397";"Antsahamanara";"Ambodivoara";"Sambava";"SAVA";"Antsiranana"
"13398";"Analanambe";"Ambodivoara";"Sambava";"SAVA";"Antsiranana"
"13399";"Ambodivohitra";"Ambodivoara";"Sambava";"SAVA";"Antsiranana"
"13400";"Antanetilava";"Ambodivoara";"Sambava";"SAVA";"Antsiranana"
"13401";"Tsaratanana";"Ambodivoara";"Sambava";"SAVA";"Antsiranana"
"13402";"Andengondroy";"Ambodivoara";"Sambava";"SAVA";"Antsiranana"
"13403";"Mahitsiarongana";"Ambodivoara";"Sambava";"SAVA";"Antsiranana"
"13404";"Vatobe";"Ambodivongo";"Boriziny";"Sofia";"Mahajanga"
"13405";"Madiorano";"Ambodivongo";"Boriziny";"Sofia";"Mahajanga"
"13406";"Ampandrakely";"Ambodivongo";"Boriziny";"Sofia";"Mahajanga"
"13407";"Andongona";"Ambodivongo";"Boriziny";"Sofia";"Mahajanga"
"13408";"Ambodivongo";"Ambodivongo";"Boriziny";"Sofia";"Mahajanga"
"13409";"Antananambo";"Ambodivongo";"Boriziny";"Sofia";"Mahajanga"
"13410";"Tsarabanja";"Ambodivongo";"Boriziny";"Sofia";"Mahajanga"
"13411";"Ambodimantalio";"Ambodivongo";"Boriziny";"Sofia";"Mahajanga"
"13412";"Ambodimanary I";"Ambodivongo";"Boriziny";"Sofia";"Mahajanga"
"13413";"Ambodiadabo";"Ambodivongo";"Boriziny";"Sofia";"Mahajanga"
"13414";"Antanimenakely";"Ambohibao Sud";\N;\N;\N
"13415";"Ambohitra";"Ambohibao Sud";\N;\N;\N
"13416";"Ankazotokana Nord";"Ambohibao Sud";\N;\N;\N
"13417";"Ambatovikinina";"Ambohibao Sud";\N;\N;\N
"13418";"Atsimonanosy";"Ambohibao Sud";\N;\N;\N
"13419";"Ambohibao Sud";"Ambohibao Sud";\N;\N;\N
"13420";"Moramena";"Ambohibao Sud";\N;\N;\N
"13421";"Ampahitra";"Ambohibary";"Anjozorobe";"Analamanga";"Antananarivo"
"13421";"Ampahitra";"Ambohibary";"Manjakandriana";"Analamanga";"Antananarivo"
"13421";"Ampahitra";"Ambohibary";"Antsirabe-II";"Vakinankaratra";"Antananarivo"
"13422";"Ambohitrakanga";"Ambohibary";"Anjozorobe";"Analamanga";"Antananarivo"
"13422";"Ambohitrakanga";"Ambohibary";"Manjakandriana";"Analamanga";"Antananarivo"
"13422";"Ambohitrakanga";"Ambohibary";"Antsirabe-II";"Vakinankaratra";"Antananarivo"
"13423";"Ampitambe";"Ambohibary";"Anjozorobe";"Analamanga";"Antananarivo"
"13423";"Ampitambe";"Ambohibary";"Manjakandriana";"Analamanga";"Antananarivo"
"13423";"Ampitambe";"Ambohibary";"Antsirabe-II";"Vakinankaratra";"Antananarivo"
"13424";"Ankarahara";"Ambohibary";"Anjozorobe";"Analamanga";"Antananarivo"
"13424";"Ankarahara";"Ambohibary";"Manjakandriana";"Analamanga";"Antananarivo"
"13424";"Ankarahara";"Ambohibary";"Antsirabe-II";"Vakinankaratra";"Antananarivo"
"13425";"Antsirinala";"Ambohibary";"Anjozorobe";"Analamanga";"Antananarivo"
"13425";"Antsirinala";"Ambohibary";"Manjakandriana";"Analamanga";"Antananarivo"
"13425";"Antsirinala";"Ambohibary";"Antsirabe-II";"Vakinankaratra";"Antananarivo"
"13426";"Analalava";"Ambohibary";"Anjozorobe";"Analamanga";"Antananarivo"
"13426";"Analalava";"Ambohibary";"Manjakandriana";"Analamanga";"Antananarivo"
"13426";"Analalava";"Ambohibary";"Antsirabe-II";"Vakinankaratra";"Antananarivo"
"13427";"Befotsy";"Ambohibary";"Anjozorobe";"Analamanga";"Antananarivo"
"13427";"Befotsy";"Ambohibary";"Manjakandriana";"Analamanga";"Antananarivo"
"13427";"Befotsy";"Ambohibary";"Antsirabe-II";"Vakinankaratra";"Antananarivo"
"13428";"Soavinorona";"Ambohibary";"Anjozorobe";"Analamanga";"Antananarivo"
"13428";"Soavinorona";"Ambohibary";"Manjakandriana";"Analamanga";"Antananarivo"
"13428";"Soavinorona";"Ambohibary";"Antsirabe-II";"Vakinankaratra";"Antananarivo"
"13429";"Ambodimanga";"Ambohibary";"Anjozorobe";"Analamanga";"Antananarivo"
"13429";"Ambodimanga";"Ambohibary";"Manjakandriana";"Analamanga";"Antananarivo"
"13429";"Ambodimanga";"Ambohibary";"Antsirabe-II";"Vakinankaratra";"Antananarivo"
"13430";"Ambohimanatrika";"Ambohibary";"Anjozorobe";"Analamanga";"Antananarivo"
"13430";"Ambohimanatrika";"Ambohibary";"Manjakandriana";"Analamanga";"Antananarivo"
"13430";"Ambohimanatrika";"Ambohibary";"Antsirabe-II";"Vakinankaratra";"Antananarivo"
"13431";"Sahafitahana";"Ambohibary";"Anjozorobe";"Analamanga";"Antananarivo"
"13431";"Sahafitahana";"Ambohibary";"Manjakandriana";"Analamanga";"Antananarivo"
"13431";"Sahafitahana";"Ambohibary";"Antsirabe-II";"Vakinankaratra";"Antananarivo"
"13432";"Antsily";"Ambohibary";"Anjozorobe";"Analamanga";"Antananarivo"
"13432";"Antsily";"Ambohibary";"Manjakandriana";"Analamanga";"Antananarivo"
"13432";"Antsily";"Ambohibary";"Antsirabe-II";"Vakinankaratra";"Antananarivo"
"13433";"Vohitsara";"Ambohibary Vohilena";\N;\N;\N
"13434";"Andranomiantra";"Ambohibary Vohilena";\N;\N;\N
"13435";"Ambohidrivotra";"Ambohibary Vohilena";\N;\N;\N
"13436";"Ankazongoaika";"Ambohibary Vohilena";\N;\N;\N
"13437";"Andrebakely";"Ambohibary Vohilena";\N;\N;\N
"13438";"Miadana";"Ambohibary Vohilena";\N;\N;\N
"13439";"Ambatokely";"Ambohibary Vohilena";\N;\N;\N
"13440";"Ambohibary";"Ambohibary Vohilena";\N;\N;\N
"13441";"Ambohitrampovoany";"Ambohibary Vohilena";\N;\N;\N
"13442";"Andranomalama";"Ambohibary Vohilena";\N;\N;\N
"13443";"Morafeno";"Ambohibary Vohilena";\N;\N;\N
"13444";"Ambohimasina";"Ambohibary";"Anjozorobe";"Analamanga";"Antananarivo"
"13444";"Ambohimasina";"Ambohibary";"Manjakandriana";"Analamanga";"Antananarivo"
"13444";"Ambohimasina";"Ambohibary";"Antsirabe-II";"Vakinankaratra";"Antananarivo"
"13445";"Ankofika";"Ambohibary";"Anjozorobe";"Analamanga";"Antananarivo"
"13445";"Ankofika";"Ambohibary";"Manjakandriana";"Analamanga";"Antananarivo"
"13445";"Ankofika";"Ambohibary";"Antsirabe-II";"Vakinankaratra";"Antananarivo"
"13446";"Andrafy";"Ambohibary";"Anjozorobe";"Analamanga";"Antananarivo"
"13446";"Andrafy";"Ambohibary";"Manjakandriana";"Analamanga";"Antananarivo"
"13446";"Andrafy";"Ambohibary";"Antsirabe-II";"Vakinankaratra";"Antananarivo"
"13447";"Lapahambana";"Ambohibary";"Anjozorobe";"Analamanga";"Antananarivo"
"13447";"Lapahambana";"Ambohibary";"Manjakandriana";"Analamanga";"Antananarivo"
"13447";"Lapahambana";"Ambohibary";"Antsirabe-II";"Vakinankaratra";"Antananarivo"
"13448";"Antanimasaka";"Ambohibary";"Anjozorobe";"Analamanga";"Antananarivo"
"13448";"Antanimasaka";"Ambohibary";"Manjakandriana";"Analamanga";"Antananarivo"
"13448";"Antanimasaka";"Ambohibary";"Antsirabe-II";"Vakinankaratra";"Antananarivo"
"13449";"Ambohibary";"Ambohibary";"Anjozorobe";"Analamanga";"Antananarivo"
"13449";"Ambohibary";"Ambohibary";"Manjakandriana";"Analamanga";"Antananarivo"
"13449";"Ambohibary";"Ambohibary";"Antsirabe-II";"Vakinankaratra";"Antananarivo"
"13450";"Tsarasaotra";"Ambohibary";"Anjozorobe";"Analamanga";"Antananarivo"
"13450";"Tsarasaotra";"Ambohibary";"Manjakandriana";"Analamanga";"Antananarivo"
"13450";"Tsarasaotra";"Ambohibary";"Antsirabe-II";"Vakinankaratra";"Antananarivo"
"13451";"Anosy";"Ambohibary";"Anjozorobe";"Analamanga";"Antananarivo"
"13451";"Anosy";"Ambohibary";"Manjakandriana";"Analamanga";"Antananarivo"
"13451";"Anosy";"Ambohibary";"Antsirabe-II";"Vakinankaratra";"Antananarivo"
"13452";"Ampanazava";"Ambohibary";"Anjozorobe";"Analamanga";"Antananarivo"
"13452";"Ampanazava";"Ambohibary";"Manjakandriana";"Analamanga";"Antananarivo"
"13452";"Ampanazava";"Ambohibary";"Antsirabe-II";"Vakinankaratra";"Antananarivo"
"13453";"Anosivato";"Ambohibary";"Anjozorobe";"Analamanga";"Antananarivo"
"13453";"Anosivato";"Ambohibary";"Manjakandriana";"Analamanga";"Antananarivo"
"13453";"Anosivato";"Ambohibary";"Antsirabe-II";"Vakinankaratra";"Antananarivo"
"13454";"Ambohitrandriana Miray";"Ambohibary";"Anjozorobe";"Analamanga";"Antananarivo"
"13454";"Ambohitrandriana Miray";"Ambohibary";"Manjakandriana";"Analamanga";"Antananarivo"
"13454";"Ambohitrandriana Miray";"Ambohibary";"Antsirabe-II";"Vakinankaratra";"Antananarivo"
"13455";"Inanobe Manerinerina";"Ambohibary";"Anjozorobe";"Analamanga";"Antananarivo"
"13455";"Inanobe Manerinerina";"Ambohibary";"Manjakandriana";"Analamanga";"Antananarivo"
"13455";"Inanobe Manerinerina";"Ambohibary";"Antsirabe-II";"Vakinankaratra";"Antananarivo"
"13456";"Mandritsara Fiarahamiasa";"Ambohibary";"Anjozorobe";"Analamanga";"Antananarivo"
"13456";"Mandritsara Fiarahamiasa";"Ambohibary";"Manjakandriana";"Analamanga";"Antananarivo"
"13456";"Mandritsara Fiarahamiasa";"Ambohibary";"Antsirabe-II";"Vakinankaratra";"Antananarivo"
"13457";"Morodrano Trafonomby";"Ambohibary";"Anjozorobe";"Analamanga";"Antananarivo"
"13457";"Morodrano Trafonomby";"Ambohibary";"Manjakandriana";"Analamanga";"Antananarivo"
"13457";"Morodrano Trafonomby";"Ambohibary";"Antsirabe-II";"Vakinankaratra";"Antananarivo"
"13458";"Kianjasoa Atsimondapa";"Ambohibary";"Anjozorobe";"Analamanga";"Antananarivo"
"13458";"Kianjasoa Atsimondapa";"Ambohibary";"Manjakandriana";"Analamanga";"Antananarivo"
"13458";"Kianjasoa Atsimondapa";"Ambohibary";"Antsirabe-II";"Vakinankaratra";"Antananarivo"
"13459";"Ambohimandroso II";"Ambohibary";"Anjozorobe";"Analamanga";"Antananarivo"
"13459";"Ambohimandroso II";"Ambohibary";"Manjakandriana";"Analamanga";"Antananarivo"
"13459";"Ambohimandroso II";"Ambohibary";"Antsirabe-II";"Vakinankaratra";"Antananarivo"
"13460";"Andranokely";"Ambohibary";"Anjozorobe";"Analamanga";"Antananarivo"
"13460";"Andranokely";"Ambohibary";"Manjakandriana";"Analamanga";"Antananarivo"
"13460";"Andranokely";"Ambohibary";"Antsirabe-II";"Vakinankaratra";"Antananarivo"
"13461";"Faravohitra";"Ambohibary";"Anjozorobe";"Analamanga";"Antananarivo"
"13461";"Faravohitra";"Ambohibary";"Manjakandriana";"Analamanga";"Antananarivo"
"13461";"Faravohitra";"Ambohibary";"Antsirabe-II";"Vakinankaratra";"Antananarivo"
"13462";"Tsarafiraisana Morarano IIi";"Ambohibary";"Anjozorobe";"Analamanga";"Antananarivo"
"13462";"Tsarafiraisana Morarano IIi";"Ambohibary";"Manjakandriana";"Analamanga";"Antananarivo"
"13462";"Tsarafiraisana Morarano IIi";"Ambohibary";"Antsirabe-II";"Vakinankaratra";"Antananarivo"
"13463";"Tsarazazamandimby";"Ambohibary";"Anjozorobe";"Analamanga";"Antananarivo"
"13463";"Tsarazazamandimby";"Ambohibary";"Manjakandriana";"Analamanga";"Antananarivo"
"13463";"Tsarazazamandimby";"Ambohibary";"Antsirabe-II";"Vakinankaratra";"Antananarivo"
"13464";"Antsofombato Telomiray";"Ambohibary";"Anjozorobe";"Analamanga";"Antananarivo"
"13464";"Antsofombato Telomiray";"Ambohibary";"Manjakandriana";"Analamanga";"Antananarivo"
"13464";"Antsofombato Telomiray";"Ambohibary";"Antsirabe-II";"Vakinankaratra";"Antananarivo"
"13465";"Ambohimahasoa";"Ambohibe";"Vavatenina";"Analanjirofo";"Toamasina"
"13466";"Anjiro";"Ambohibe";"Vavatenina";"Analanjirofo";"Toamasina"
"13467";"Marovato";"Ambohibe";"Vavatenina";"Analanjirofo";"Toamasina"
"13468";"Mahasoa";"Ambohibe";"Vavatenina";"Analanjirofo";"Toamasina"
"13469";"Ambolomadinika I";"Ambohibe";"Vavatenina";"Analanjirofo";"Toamasina"
"13470";"Ampasina";"Ambohibe";"Vavatenina";"Analanjirofo";"Toamasina"
"13471";"Andapavola";"Ambohibe";"Vavatenina";"Analanjirofo";"Toamasina"
"13472";"Mamoladahy";"Ambohiborona";"Faratsiho";"Vakinankaratra";"Antananarivo"
"13473";"Analamihantona";"Ambohiborona";"Faratsiho";"Vakinankaratra";"Antananarivo"
"13474";"Tsaratanana";"Ambohiborona";"Faratsiho";"Vakinankaratra";"Antananarivo"
"13475";"Ambohitsampana";"Ambohiborona";"Faratsiho";"Vakinankaratra";"Antananarivo"
"13476";"Andranomasina";"Ambohiborona";"Faratsiho";"Vakinankaratra";"Antananarivo"
"13477";"Ambavahady Ambohijoky";"Ambohiborona";"Faratsiho";"Vakinankaratra";"Antananarivo"
"13478";"Ambohitrandriamanitra";"Ambohiborona";"Faratsiho";"Vakinankaratra";"Antananarivo"
"13479";"Ampasanomby";"Ambohiborona";"Faratsiho";"Vakinankaratra";"Antananarivo"
"13480";"Bongamanitra";"Ambohiborona";"Faratsiho";"Vakinankaratra";"Antananarivo"
"13481";"Antsonjorano";"Ambohiborona";"Faratsiho";"Vakinankaratra";"Antananarivo"
"13482";"Betsizaraina";"Ambohiborona";"Faratsiho";"Vakinankaratra";"Antananarivo"
"13483";"Tsaramody";"Ambohidranandriana";"Antsirabe-II";"Vakinankaratra";"Antananarivo"
"13484";"Fanjakamandroso";"Ambohidranandriana";"Antsirabe-II";"Vakinankaratra";"Antananarivo"
"13485";"Antsahamasina";"Ambohidrapeto";"Antananarivo-Atsimondrano";"Analamanga";"Antananarivo"
"13486";"Merimandroso";"Ambohidrapeto";"Antananarivo-Atsimondrano";"Analamanga";"Antananarivo"
"13487";"Ambohidrapeto";"Ambohidrapeto";"Antananarivo-Atsimondrano";"Analamanga";"Antananarivo"
"13488";"Antanetibe";"Ambohidrapeto";"Antananarivo-Atsimondrano";"Analamanga";"Antananarivo"
"13489";"Avaratsena";"Ambohidrapeto";"Antananarivo-Atsimondrano";"Analamanga";"Antananarivo"
"13490";"Ambohidratrimo";"Ambohidratrimo";"Ambohidratrimo";"Analamanga";"Antananarivo"
"13491";"Ampanataovana";"Ambohidratrimo";"Ambohidratrimo";"Analamanga";"Antananarivo"
"13492";"Antohibe";"Ambohidratrimo";"Ambohidratrimo";"Analamanga";"Antananarivo"
"13493";"Ambovo";"Ambohidratrimo";"Ambohidratrimo";"Analamanga";"Antananarivo"
"13494";"Ambohidehilahy";"Ambohidratrimo";"Ambohidratrimo";"Analamanga";"Antananarivo"
"13495";"Ambohitsiroa";"Ambohidratrimo";"Ambohidratrimo";"Analamanga";"Antananarivo"
"13496";"Ambodisaha";"Ambohidratrimo";"Ambohidratrimo";"Analamanga";"Antananarivo"
"13497";"Soamananety";"Ambohidratrimo";"Ambohidratrimo";"Analamanga";"Antananarivo"
"13498";"Ambohimarina II";"Ambohidronono";"Moramanga";"Alaotra-Mangoro";"Toamasina"
"13499";"Ambohidronono";"Ambohidronono";"Moramanga";"Alaotra-Mangoro";"Toamasina"
"13500";"Namahora";"Ambohigogo";"Farafangana";"Atsimo-Atsinanana";"Fianarantsoa"
"13501";"Manolosoa";"Ambohigogo";"Farafangana";"Atsimo-Atsinanana";"Fianarantsoa"
"13502";"Tsimelahy";"Ambohigogo";"Farafangana";"Atsimo-Atsinanana";"Fianarantsoa"
"13503";"Iabovolo";"Ambohigogo";"Farafangana";"Atsimo-Atsinanana";"Fianarantsoa"
"13504";"Esatra";"Ambohigogo";"Farafangana";"Atsimo-Atsinanana";"Fianarantsoa"
"13505";"Tsiririmiempo";"Ambohigogo";"Farafangana";"Atsimo-Atsinanana";"Fianarantsoa"
"13506";"Ambohimary";"Ambohigogo";"Farafangana";"Atsimo-Atsinanana";"Fianarantsoa"
"13507";"Ambalabe";"Ambohigogo";"Farafangana";"Atsimo-Atsinanana";"Fianarantsoa"
"13508";"Tanjokambana";"Ambohijanahary";"Amparafaravola";"Alaotra-Mangoro";"Toamasina"
"13509";"Ambohipasika";"Ambohijanahary";"Amparafaravola";"Alaotra-Mangoro";"Toamasina"
"13510";"Ambatomitsangana";"Ambohijanahary";"Amparafaravola";"Alaotra-Mangoro";"Toamasina"
"13511";"Bedamena";"Ambohijanahary";"Amparafaravola";"Alaotra-Mangoro";"Toamasina"
"13512";"Ambatoharanana I";"Ambohijanahary";"Amparafaravola";"Alaotra-Mangoro";"Toamasina"
"13513";"Manakana";"Ambohijanahary";"Amparafaravola";"Alaotra-Mangoro";"Toamasina"
